,DATA_NOTIFICACAO,Date,FAIXA_ETARIA,count
2898,30/05/2020,2020-05-30,20 A 29 ANOS,136
2899,30/05/2020,2020-05-30,30 A 39 ANOS,189
2900,30/05/2020,2020-05-30,40 A 49 ANOS,136
2901,30/05/2020,2020-05-30,50 A 59 ANOS,84
2902,30/05/2020,2020-05-30,60 A 69 ANOS,43
2896,30/05/2020,2020-05-30,1 A 9 ANOS,9
2897,30/05/2020,2020-05-30,10 A 19 ANOS,27
2905,30/05/2020,2020-05-30,90 OU MAIS,3
2904,30/05/2020,2020-05-30,80 A 89 ANOS,8
2903,30/05/2020,2020-05-30,70 A 79 ANOS,19
2989,31/05/2020,2020-05-31,80 A 89 ANOS,5
2981,31/05/2020,2020-05-31,1 A 9 ANOS,2
2987,31/05/2020,2020-05-31,60 A 69 ANOS,21
2982,31/05/2020,2020-05-31,10 A 19 ANOS,6
2983,31/05/2020,2020-05-31,20 A 29 ANOS,43
2986,31/05/2020,2020-05-31,50 A 59 ANOS,38
2985,31/05/2020,2020-05-31,40 A 49 ANOS,60
2984,31/05/2020,2020-05-31,30 A 39 ANOS,63
2990,31/05/2020,2020-05-31,90 OU MAIS,1
2988,31/05/2020,2020-05-31,70 A 79 ANOS,9
487,06/04/2020,2020-06-04,40 A 49 ANOS,16
488,06/04/2020,2020-06-04,50 A 59 ANOS,15
485,06/04/2020,2020-06-04,20 A 29 ANOS,16
486,06/04/2020,2020-06-04,30 A 39 ANOS,22
491,06/04/2020,2020-06-04,80 A 89 ANOS,3
490,06/04/2020,2020-06-04,70 A 79 ANOS,4
489,06/04/2020,2020-06-04,60 A 69 ANOS,8
484,06/04/2020,2020-06-04,10 A 19 ANOS,4
483,06/04/2020,2020-06-04,1 A 9 ANOS,1
495,06/05/2020,2020-06-05,30 A 39 ANOS,48
493,06/05/2020,2020-06-05,10 A 19 ANOS,6
492,06/05/2020,2020-06-05,1 A 9 ANOS,1
496,06/05/2020,2020-06-05,40 A 49 ANOS,50
497,06/05/2020,2020-06-05,50 A 59 ANOS,31
498,06/05/2020,2020-06-05,60 A 69 ANOS,17
499,06/05/2020,2020-06-05,70 A 79 ANOS,3
500,06/05/2020,2020-06-05,80 A 89 ANOS,4
501,06/05/2020,2020-06-05,90 OU MAIS,1
502,06/05/2020,2020-06-05,<1ANO,2
494,06/05/2020,2020-06-05,20 A 29 ANOS,28
507,06/06/2020,2020-06-06,40 A 49 ANOS,223
510,06/06/2020,2020-06-06,70 A 79 ANOS,18
509,06/06/2020,2020-06-06,60 A 69 ANOS,59
508,06/06/2020,2020-06-06,50 A 59 ANOS,98
511,06/06/2020,2020-06-06,80 A 89 ANOS,14
505,06/06/2020,2020-06-06,20 A 29 ANOS,179
513,06/06/2020,2020-06-06,<1ANO,2
504,06/06/2020,2020-06-06,10 A 19 ANOS,38
512,06/06/2020,2020-06-06,90 OU MAIS,3
503,06/06/2020,2020-06-06,1 A 9 ANOS,12
506,06/06/2020,2020-06-06,30 A 39 ANOS,264
516,06/07/2020,2020-06-07,20 A 29 ANOS,452
517,06/07/2020,2020-06-07,30 A 39 ANOS,691
524,06/07/2020,2020-06-07,<1ANO,17
523,06/07/2020,2020-06-07,90 OU MAIS,18
522,06/07/2020,2020-06-07,80 A 89 ANOS,63
521,06/07/2020,2020-06-07,70 A 79 ANOS,118
520,06/07/2020,2020-06-07,60 A 69 ANOS,208
518,06/07/2020,2020-06-07,40 A 49 ANOS,579
514,06/07/2020,2020-06-07,1 A 9 ANOS,54
515,06/07/2020,2020-06-07,10 A 19 ANOS,122
519,06/07/2020,2020-06-07,50 A 59 ANOS,401
531,06/08/2020,2020-06-08,60 A 69 ANOS,205
534,06/08/2020,2020-06-08,90 OU MAIS,20
535,06/08/2020,2020-06-08,<1ANO,6
533,06/08/2020,2020-06-08,80 A 89 ANOS,86
532,06/08/2020,2020-06-08,70 A 79 ANOS,95
530,06/08/2020,2020-06-08,50 A 59 ANOS,336
525,06/08/2020,2020-06-08,1 A 9 ANOS,100
528,06/08/2020,2020-06-08,30 A 39 ANOS,623
527,06/08/2020,2020-06-08,20 A 29 ANOS,423
526,06/08/2020,2020-06-08,10 A 19 ANOS,97
529,06/08/2020,2020-06-08,40 A 49 ANOS,437
540,06/09/2020,2020-06-09,40 A 49 ANOS,113
539,06/09/2020,2020-06-09,30 A 39 ANOS,115
542,06/09/2020,2020-06-09,60 A 69 ANOS,73
543,06/09/2020,2020-06-09,70 A 79 ANOS,55
541,06/09/2020,2020-06-09,50 A 59 ANOS,96
536,06/09/2020,2020-06-09,1 A 9 ANOS,7
538,06/09/2020,2020-06-09,20 A 29 ANOS,96
537,06/09/2020,2020-06-09,10 A 19 ANOS,36
546,06/09/2020,2020-06-09,<1ANO,10
544,06/09/2020,2020-06-09,80 A 89 ANOS,25
545,06/09/2020,2020-06-09,90 OU MAIS,4
554,06/10/2020,2020-06-10,70 A 79 ANOS,86
555,06/10/2020,2020-06-10,80 A 89 ANOS,39
552,06/10/2020,2020-06-10,50 A 59 ANOS,241
547,06/10/2020,2020-06-10,1 A 9 ANOS,47
551,06/10/2020,2020-06-10,40 A 49 ANOS,314
550,06/10/2020,2020-06-10,30 A 39 ANOS,410
549,06/10/2020,2020-06-10,20 A 29 ANOS,289
548,06/10/2020,2020-06-10,10 A 19 ANOS,84
556,06/10/2020,2020-06-10,90 OU MAIS,9
557,06/10/2020,2020-06-10,<1ANO,11
553,06/10/2020,2020-06-10,60 A 69 ANOS,155
566,06/11/2020,2020-06-11,80 A 89 ANOS,27
568,06/11/2020,2020-06-11,<1ANO,8
558,06/11/2020,2020-06-11,1 A 9 ANOS,64
560,06/11/2020,2020-06-11,20 A 29 ANOS,584
561,06/11/2020,2020-06-11,30 A 39 ANOS,524
562,06/11/2020,2020-06-11,40 A 49 ANOS,262
563,06/11/2020,2020-06-11,50 A 59 ANOS,144
564,06/11/2020,2020-06-11,60 A 69 ANOS,109
565,06/11/2020,2020-06-11,70 A 79 ANOS,61
559,06/11/2020,2020-06-11,10 A 19 ANOS,134
567,06/11/2020,2020-06-11,90 OU MAIS,4
576,06/12/2020,2020-06-12,70 A 79 ANOS,103
575,06/12/2020,2020-06-12,60 A 69 ANOS,186
574,06/12/2020,2020-06-12,50 A 59 ANOS,290
573,06/12/2020,2020-06-12,40 A 49 ANOS,406
572,06/12/2020,2020-06-12,30 A 39 ANOS,499
571,06/12/2020,2020-06-12,20 A 29 ANOS,401
570,06/12/2020,2020-06-12,10 A 19 ANOS,114
569,06/12/2020,2020-06-12,1 A 9 ANOS,38
579,06/12/2020,2020-06-12,<1ANO,1
577,06/12/2020,2020-06-12,80 A 89 ANOS,46
578,06/12/2020,2020-06-12,90 OU MAIS,6
1197,13/06/2020,2020-06-13,90 OU MAIS,2
1189,13/06/2020,2020-06-13,10 A 19 ANOS,25
1190,13/06/2020,2020-06-13,20 A 29 ANOS,102
1191,13/06/2020,2020-06-13,30 A 39 ANOS,147
1192,13/06/2020,2020-06-13,40 A 49 ANOS,120
1193,13/06/2020,2020-06-13,50 A 59 ANOS,83
1194,13/06/2020,2020-06-13,60 A 69 ANOS,46
1195,13/06/2020,2020-06-13,70 A 79 ANOS,28
1196,13/06/2020,2020-06-13,80 A 89 ANOS,15
1198,13/06/2020,2020-06-13,<1ANO,1
1188,13/06/2020,2020-06-13,1 A 9 ANOS,14
1299,14/06/2020,2020-06-14,<1ANO,5
1298,14/06/2020,2020-06-14,90 OU MAIS,6
1297,14/06/2020,2020-06-14,80 A 89 ANOS,31
1296,14/06/2020,2020-06-14,70 A 79 ANOS,52
1295,14/06/2020,2020-06-14,60 A 69 ANOS,108
1292,14/06/2020,2020-06-14,30 A 39 ANOS,407
1293,14/06/2020,2020-06-14,40 A 49 ANOS,280
1291,14/06/2020,2020-06-14,20 A 29 ANOS,290
1290,14/06/2020,2020-06-14,10 A 19 ANOS,53
1289,14/06/2020,2020-06-14,1 A 9 ANOS,40
1294,14/06/2020,2020-06-14,50 A 59 ANOS,179
1396,15/06/2020,2020-06-15,80 A 89 ANOS,36
1398,15/06/2020,2020-06-15,<1ANO,7
1397,15/06/2020,2020-06-15,90 OU MAIS,8
1395,15/06/2020,2020-06-15,70 A 79 ANOS,66
1394,15/06/2020,2020-06-15,60 A 69 ANOS,107
1392,15/06/2020,2020-06-15,40 A 49 ANOS,303
1391,15/06/2020,2020-06-15,30 A 39 ANOS,442
1390,15/06/2020,2020-06-15,20 A 29 ANOS,311
1389,15/06/2020,2020-06-15,10 A 19 ANOS,64
1393,15/06/2020,2020-06-15,50 A 59 ANOS,208
1388,15/06/2020,2020-06-15,1 A 9 ANOS,38
1498,16/06/2020,2020-06-16,<1ANO,12
1497,16/06/2020,2020-06-16,90 OU MAIS,2
1496,16/06/2020,2020-06-16,80 A 89 ANOS,27
1495,16/06/2020,2020-06-16,70 A 79 ANOS,54
1489,16/06/2020,2020-06-16,10 A 19 ANOS,56
1493,16/06/2020,2020-06-16,50 A 59 ANOS,268
1492,16/06/2020,2020-06-16,40 A 49 ANOS,435
1491,16/06/2020,2020-06-16,30 A 39 ANOS,502
1490,16/06/2020,2020-06-16,20 A 29 ANOS,355
1494,16/06/2020,2020-06-16,60 A 69 ANOS,125
1488,16/06/2020,2020-06-16,1 A 9 ANOS,36
1600,17/06/2020,2020-06-17,<1ANO,11
1599,17/06/2020,2020-06-17,90 OU MAIS,11
1597,17/06/2020,2020-06-17,70 A 79 ANOS,66
1596,17/06/2020,2020-06-17,60 A 69 ANOS,161
1598,17/06/2020,2020-06-17,80 A 89 ANOS,42
1594,17/06/2020,2020-06-17,40 A 49 ANOS,433
1592,17/06/2020,2020-06-17,20 A 29 ANOS,424
1591,17/06/2020,2020-06-17,10 A 19 ANOS,93
1590,17/06/2020,2020-06-17,1 A 9 ANOS,68
1595,17/06/2020,2020-06-17,50 A 59 ANOS,296
1593,17/06/2020,2020-06-17,30 A 39 ANOS,554
1704,18/06/2020,2020-06-18,<1ANO,7
1694,18/06/2020,2020-06-18,1 A 9 ANOS,59
1695,18/06/2020,2020-06-18,10 A 19 ANOS,75
1696,18/06/2020,2020-06-18,20 A 29 ANOS,394
1697,18/06/2020,2020-06-18,30 A 39 ANOS,588
1698,18/06/2020,2020-06-18,40 A 49 ANOS,466
1699,18/06/2020,2020-06-18,50 A 59 ANOS,335
1700,18/06/2020,2020-06-18,60 A 69 ANOS,180
1701,18/06/2020,2020-06-18,70 A 79 ANOS,84
1703,18/06/2020,2020-06-18,90 OU MAIS,14
1702,18/06/2020,2020-06-18,80 A 89 ANOS,53
1796,19/06/2020,2020-06-19,1 A 9 ANOS,48
1804,19/06/2020,2020-06-19,80 A 89 ANOS,41
1805,19/06/2020,2020-06-19,90 OU MAIS,12
1806,19/06/2020,2020-06-19,<1ANO,7
1803,19/06/2020,2020-06-19,70 A 79 ANOS,77
1797,19/06/2020,2020-06-19,10 A 19 ANOS,97
1801,19/06/2020,2020-06-19,50 A 59 ANOS,310
1800,19/06/2020,2020-06-19,40 A 49 ANOS,472
1799,19/06/2020,2020-06-19,30 A 39 ANOS,634
1798,19/06/2020,2020-06-19,20 A 29 ANOS,428
1802,19/06/2020,2020-06-19,60 A 69 ANOS,166
1899,20/06/2020,2020-06-20,10 A 19 ANOS,20
1907,20/06/2020,2020-06-20,90 OU MAIS,8
1906,20/06/2020,2020-06-20,80 A 89 ANOS,43
1905,20/06/2020,2020-06-20,70 A 79 ANOS,62
1903,20/06/2020,2020-06-20,50 A 59 ANOS,126
1902,20/06/2020,2020-06-20,40 A 49 ANOS,183
1901,20/06/2020,2020-06-20,30 A 39 ANOS,236
1900,20/06/2020,2020-06-20,20 A 29 ANOS,157
1898,20/06/2020,2020-06-20,1 A 9 ANOS,9
1904,20/06/2020,2020-06-20,60 A 69 ANOS,95
1908,20/06/2020,2020-06-20,<1ANO,1
2000,21/06/2020,2020-06-21,1 A 9 ANOS,39
2001,21/06/2020,2020-06-21,10 A 19 ANOS,58
2002,21/06/2020,2020-06-21,20 A 29 ANOS,231
2003,21/06/2020,2020-06-21,30 A 39 ANOS,376
2004,21/06/2020,2020-06-21,40 A 49 ANOS,286
2005,21/06/2020,2020-06-21,50 A 59 ANOS,198
2006,21/06/2020,2020-06-21,60 A 69 ANOS,105
2007,21/06/2020,2020-06-21,70 A 79 ANOS,73
2008,21/06/2020,2020-06-21,80 A 89 ANOS,35
2009,21/06/2020,2020-06-21,90 OU MAIS,6
2010,21/06/2020,2020-06-21,<1ANO,9
2111,22/06/2020,2020-06-22,<1ANO,8
2110,22/06/2020,2020-06-22,90 OU MAIS,11
2109,22/06/2020,2020-06-22,80 A 89 ANOS,81
2108,22/06/2020,2020-06-22,70 A 79 ANOS,152
2106,22/06/2020,2020-06-22,50 A 59 ANOS,557
2101,22/06/2020,2020-06-22,1 A 9 ANOS,111
2102,22/06/2020,2020-06-22,10 A 19 ANOS,144
2103,22/06/2020,2020-06-22,20 A 29 ANOS,762
2104,22/06/2020,2020-06-22,30 A 39 ANOS,1104
2105,22/06/2020,2020-06-22,40 A 49 ANOS,851
2107,22/06/2020,2020-06-22,60 A 69 ANOS,289
2206,23/06/2020,2020-06-23,1 A 9 ANOS,76
2208,23/06/2020,2020-06-23,20 A 29 ANOS,493
2209,23/06/2020,2020-06-23,30 A 39 ANOS,743
2210,23/06/2020,2020-06-23,40 A 49 ANOS,591
2211,23/06/2020,2020-06-23,50 A 59 ANOS,391
2212,23/06/2020,2020-06-23,60 A 69 ANOS,272
2213,23/06/2020,2020-06-23,70 A 79 ANOS,106
2214,23/06/2020,2020-06-23,80 A 89 ANOS,59
2215,23/06/2020,2020-06-23,90 OU MAIS,17
2207,23/06/2020,2020-06-23,10 A 19 ANOS,110
2216,23/06/2020,2020-06-23,<1ANO,12
2310,24/06/2020,2020-06-24,10 A 19 ANOS,108
2311,24/06/2020,2020-06-24,20 A 29 ANOS,578
2312,24/06/2020,2020-06-24,30 A 39 ANOS,868
2313,24/06/2020,2020-06-24,40 A 49 ANOS,670
2314,24/06/2020,2020-06-24,50 A 59 ANOS,465
2315,24/06/2020,2020-06-24,60 A 69 ANOS,243
2316,24/06/2020,2020-06-24,70 A 79 ANOS,118
2317,24/06/2020,2020-06-24,80 A 89 ANOS,75
2318,24/06/2020,2020-06-24,90 OU MAIS,12
2319,24/06/2020,2020-06-24,<1ANO,3
2309,24/06/2020,2020-06-24,1 A 9 ANOS,61
2422,25/06/2020,2020-06-25,90 OU MAIS,9
2413,25/06/2020,2020-06-25,1 A 9 ANOS,51
2414,25/06/2020,2020-06-25,10 A 19 ANOS,104
2415,25/06/2020,2020-06-25,20 A 29 ANOS,426
2416,25/06/2020,2020-06-25,30 A 39 ANOS,684
2423,25/06/2020,2020-06-25,<1ANO,13
2418,25/06/2020,2020-06-25,50 A 59 ANOS,343
2419,25/06/2020,2020-06-25,60 A 69 ANOS,171
2421,25/06/2020,2020-06-25,80 A 89 ANOS,44
2420,25/06/2020,2020-06-25,70 A 79 ANOS,86
2417,25/06/2020,2020-06-25,40 A 49 ANOS,491
2521,26/06/2020,2020-06-26,<1ANO,11
2520,26/06/2020,2020-06-26,90 OU MAIS,8
2519,26/06/2020,2020-06-26,80 A 89 ANOS,44
2518,26/06/2020,2020-06-26,70 A 79 ANOS,89
2516,26/06/2020,2020-06-26,50 A 59 ANOS,349
2515,26/06/2020,2020-06-26,40 A 49 ANOS,556
2514,26/06/2020,2020-06-26,30 A 39 ANOS,672
2513,26/06/2020,2020-06-26,20 A 29 ANOS,430
2512,26/06/2020,2020-06-26,10 A 19 ANOS,92
2511,26/06/2020,2020-06-26,1 A 9 ANOS,61
2517,26/06/2020,2020-06-26,60 A 69 ANOS,196
2620,27/06/2020,2020-06-27,40 A 49 ANOS,230
2621,27/06/2020,2020-06-27,50 A 59 ANOS,139
2616,27/06/2020,2020-06-27,1 A 9 ANOS,20
2618,27/06/2020,2020-06-27,20 A 29 ANOS,202
2619,27/06/2020,2020-06-27,30 A 39 ANOS,306
2617,27/06/2020,2020-06-27,10 A 19 ANOS,42
2625,27/06/2020,2020-06-27,90 OU MAIS,6
2624,27/06/2020,2020-06-27,80 A 89 ANOS,38
2622,27/06/2020,2020-06-27,60 A 69 ANOS,66
2623,27/06/2020,2020-06-27,70 A 79 ANOS,48
2626,27/06/2020,2020-06-27,<1ANO,4
2727,28/06/2020,2020-06-28,90 OU MAIS,2
2728,28/06/2020,2020-06-28,<1ANO,4
2721,28/06/2020,2020-06-28,30 A 39 ANOS,234
2720,28/06/2020,2020-06-28,20 A 29 ANOS,160
2719,28/06/2020,2020-06-28,10 A 19 ANOS,26
2723,28/06/2020,2020-06-28,50 A 59 ANOS,125
2725,28/06/2020,2020-06-28,70 A 79 ANOS,41
2726,28/06/2020,2020-06-28,80 A 89 ANOS,21
2718,28/06/2020,2020-06-28,1 A 9 ANOS,17
2722,28/06/2020,2020-06-28,40 A 49 ANOS,166
2724,28/06/2020,2020-06-28,60 A 69 ANOS,68
2814,29/06/2020,2020-06-29,20 A 29 ANOS,373
2815,29/06/2020,2020-06-29,30 A 39 ANOS,580
2817,29/06/2020,2020-06-29,50 A 59 ANOS,321
2812,29/06/2020,2020-06-29,1 A 9 ANOS,43
2816,29/06/2020,2020-06-29,40 A 49 ANOS,454
2822,29/06/2020,2020-06-29,<1ANO,10
2821,29/06/2020,2020-06-29,90 OU MAIS,11
2820,29/06/2020,2020-06-29,80 A 89 ANOS,45
2813,29/06/2020,2020-06-29,10 A 19 ANOS,81
2819,29/06/2020,2020-06-29,70 A 79 ANOS,88
2818,29/06/2020,2020-06-29,60 A 69 ANOS,173
2910,30/06/2020,2020-06-30,40 A 49 ANOS,496
2906,30/06/2020,2020-06-30,1 A 9 ANOS,41
2907,30/06/2020,2020-06-30,10 A 19 ANOS,99
2909,30/06/2020,2020-06-30,30 A 39 ANOS,720
2908,30/06/2020,2020-06-30,20 A 29 ANOS,453
2916,30/06/2020,2020-06-30,<1ANO,7
2911,30/06/2020,2020-06-30,50 A 59 ANOS,354
2914,30/06/2020,2020-06-30,80 A 89 ANOS,55
2912,30/06/2020,2020-06-30,60 A 69 ANOS,197
2913,30/06/2020,2020-06-30,70 A 79 ANOS,112
2915,30/06/2020,2020-06-30,90 OU MAIS,8
580,07/03/2020,2020-07-03,40 A 49 ANOS,1
583,07/04/2020,2020-07-04,30 A 39 ANOS,33
584,07/04/2020,2020-07-04,40 A 49 ANOS,19
582,07/04/2020,2020-07-04,20 A 29 ANOS,8
587,07/04/2020,2020-07-04,70 A 79 ANOS,9
586,07/04/2020,2020-07-04,60 A 69 ANOS,6
588,07/04/2020,2020-07-04,80 A 89 ANOS,4
581,07/04/2020,2020-07-04,1 A 9 ANOS,1
585,07/04/2020,2020-07-04,50 A 59 ANOS,13
594,07/05/2020,2020-07-05,50 A 59 ANOS,46
589,07/05/2020,2020-07-05,1 A 9 ANOS,3
595,07/05/2020,2020-07-05,60 A 69 ANOS,27
596,07/05/2020,2020-07-05,70 A 79 ANOS,11
597,07/05/2020,2020-07-05,80 A 89 ANOS,3
598,07/05/2020,2020-07-05,<1ANO,1
590,07/05/2020,2020-07-05,10 A 19 ANOS,9
591,07/05/2020,2020-07-05,20 A 29 ANOS,42
592,07/05/2020,2020-07-05,30 A 39 ANOS,51
593,07/05/2020,2020-07-05,40 A 49 ANOS,47
605,07/06/2020,2020-07-06,60 A 69 ANOS,31
602,07/06/2020,2020-07-06,30 A 39 ANOS,95
603,07/06/2020,2020-07-06,40 A 49 ANOS,85
606,07/06/2020,2020-07-06,70 A 79 ANOS,14
601,07/06/2020,2020-07-06,20 A 29 ANOS,46
600,07/06/2020,2020-07-06,10 A 19 ANOS,8
599,07/06/2020,2020-07-06,1 A 9 ANOS,10
604,07/06/2020,2020-07-06,50 A 59 ANOS,57
608,07/06/2020,2020-07-06,90 OU MAIS,2
607,07/06/2020,2020-07-06,80 A 89 ANOS,9
609,07/06/2020,2020-07-06,<1ANO,3
620,07/07/2020,2020-07-07,<1ANO,10
619,07/07/2020,2020-07-07,90 OU MAIS,7
618,07/07/2020,2020-07-07,80 A 89 ANOS,67
617,07/07/2020,2020-07-07,70 A 79 ANOS,97
616,07/07/2020,2020-07-07,60 A 69 ANOS,171
615,07/07/2020,2020-07-07,50 A 59 ANOS,295
614,07/07/2020,2020-07-07,40 A 49 ANOS,438
613,07/07/2020,2020-07-07,30 A 39 ANOS,573
612,07/07/2020,2020-07-07,20 A 29 ANOS,414
611,07/07/2020,2020-07-07,10 A 19 ANOS,87
610,07/07/2020,2020-07-07,1 A 9 ANOS,35
630,07/08/2020,2020-07-08,90 OU MAIS,20
631,07/08/2020,2020-07-08,<1ANO,7
629,07/08/2020,2020-07-08,80 A 89 ANOS,51
627,07/08/2020,2020-07-08,60 A 69 ANOS,209
626,07/08/2020,2020-07-08,50 A 59 ANOS,404
625,07/08/2020,2020-07-08,40 A 49 ANOS,530
624,07/08/2020,2020-07-08,30 A 39 ANOS,664
623,07/08/2020,2020-07-08,20 A 29 ANOS,436
622,07/08/2020,2020-07-08,10 A 19 ANOS,121
621,07/08/2020,2020-07-08,1 A 9 ANOS,75
628,07/08/2020,2020-07-08,70 A 79 ANOS,99
632,07/09/2020,2020-07-09,1 A 9 ANOS,12
642,07/09/2020,2020-07-09,<1ANO,4
640,07/09/2020,2020-07-09,80 A 89 ANOS,29
639,07/09/2020,2020-07-09,70 A 79 ANOS,56
638,07/09/2020,2020-07-09,60 A 69 ANOS,79
637,07/09/2020,2020-07-09,50 A 59 ANOS,117
636,07/09/2020,2020-07-09,40 A 49 ANOS,124
635,07/09/2020,2020-07-09,30 A 39 ANOS,157
634,07/09/2020,2020-07-09,20 A 29 ANOS,115
641,07/09/2020,2020-07-09,90 OU MAIS,7
633,07/09/2020,2020-07-09,10 A 19 ANOS,28
643,07/10/2020,2020-07-10,1 A 9 ANOS,46
652,07/10/2020,2020-07-10,90 OU MAIS,6
646,07/10/2020,2020-07-10,30 A 39 ANOS,499
648,07/10/2020,2020-07-10,50 A 59 ANOS,261
649,07/10/2020,2020-07-10,60 A 69 ANOS,164
650,07/10/2020,2020-07-10,70 A 79 ANOS,91
651,07/10/2020,2020-07-10,80 A 89 ANOS,32
653,07/10/2020,2020-07-10,<1ANO,4
645,07/10/2020,2020-07-10,20 A 29 ANOS,362
644,07/10/2020,2020-07-10,10 A 19 ANOS,91
647,07/10/2020,2020-07-10,40 A 49 ANOS,405
657,07/11/2020,2020-07-11,30 A 39 ANOS,133
659,07/11/2020,2020-07-11,50 A 59 ANOS,162
655,07/11/2020,2020-07-11,10 A 19 ANOS,22
654,07/11/2020,2020-07-11,1 A 9 ANOS,12
660,07/11/2020,2020-07-11,60 A 69 ANOS,109
661,07/11/2020,2020-07-11,70 A 79 ANOS,57
662,07/11/2020,2020-07-11,80 A 89 ANOS,21
663,07/11/2020,2020-07-11,90 OU MAIS,5
658,07/11/2020,2020-07-11,40 A 49 ANOS,293
656,07/11/2020,2020-07-11,20 A 29 ANOS,134
664,07/11/2020,2020-07-11,<1ANO,1
674,07/12/2020,2020-07-12,90 OU MAIS,15
675,07/12/2020,2020-07-12,<1ANO,17
665,07/12/2020,2020-07-12,1 A 9 ANOS,46
667,07/12/2020,2020-07-12,20 A 29 ANOS,504
668,07/12/2020,2020-07-12,30 A 39 ANOS,618
666,07/12/2020,2020-07-12,10 A 19 ANOS,146
670,07/12/2020,2020-07-12,50 A 59 ANOS,367
671,07/12/2020,2020-07-12,60 A 69 ANOS,251
672,07/12/2020,2020-07-12,70 A 79 ANOS,135
673,07/12/2020,2020-07-12,80 A 89 ANOS,46
669,07/12/2020,2020-07-12,40 A 49 ANOS,478
1201,13/07/2020,2020-07-13,20 A 29 ANOS,493
1207,13/07/2020,2020-07-13,80 A 89 ANOS,58
1206,13/07/2020,2020-07-13,70 A 79 ANOS,125
1205,13/07/2020,2020-07-13,60 A 69 ANOS,206
1204,13/07/2020,2020-07-13,50 A 59 ANOS,440
1202,13/07/2020,2020-07-13,30 A 39 ANOS,761
1200,13/07/2020,2020-07-13,10 A 19 ANOS,142
1203,13/07/2020,2020-07-13,40 A 49 ANOS,629
1209,13/07/2020,2020-07-13,<1ANO,16
1208,13/07/2020,2020-07-13,90 OU MAIS,18
1199,13/07/2020,2020-07-13,1 A 9 ANOS,61
1310,14/07/2020,2020-07-14,<1ANO,10
1309,14/07/2020,2020-07-14,90 OU MAIS,16
1308,14/07/2020,2020-07-14,80 A 89 ANOS,67
1307,14/07/2020,2020-07-14,70 A 79 ANOS,142
1306,14/07/2020,2020-07-14,60 A 69 ANOS,226
1304,14/07/2020,2020-07-14,40 A 49 ANOS,533
1303,14/07/2020,2020-07-14,30 A 39 ANOS,683
1305,14/07/2020,2020-07-14,50 A 59 ANOS,416
1300,14/07/2020,2020-07-14,1 A 9 ANOS,65
1301,14/07/2020,2020-07-14,10 A 19 ANOS,122
1302,14/07/2020,2020-07-14,20 A 29 ANOS,482
1399,15/07/2020,2020-07-15,1 A 9 ANOS,66
1402,15/07/2020,2020-07-15,30 A 39 ANOS,712
1403,15/07/2020,2020-07-15,40 A 49 ANOS,593
1404,15/07/2020,2020-07-15,50 A 59 ANOS,379
1405,15/07/2020,2020-07-15,60 A 69 ANOS,211
1406,15/07/2020,2020-07-15,70 A 79 ANOS,146
1407,15/07/2020,2020-07-15,80 A 89 ANOS,74
1408,15/07/2020,2020-07-15,90 OU MAIS,16
1409,15/07/2020,2020-07-15,<1ANO,10
1401,15/07/2020,2020-07-15,20 A 29 ANOS,512
1400,15/07/2020,2020-07-15,10 A 19 ANOS,111
1509,16/07/2020,2020-07-16,<1ANO,14
1508,16/07/2020,2020-07-16,90 OU MAIS,14
1507,16/07/2020,2020-07-16,80 A 89 ANOS,65
1499,16/07/2020,2020-07-16,1 A 9 ANOS,170
1502,16/07/2020,2020-07-16,30 A 39 ANOS,582
1505,16/07/2020,2020-07-16,60 A 69 ANOS,203
1504,16/07/2020,2020-07-16,50 A 59 ANOS,345
1500,16/07/2020,2020-07-16,10 A 19 ANOS,123
1501,16/07/2020,2020-07-16,20 A 29 ANOS,425
1503,16/07/2020,2020-07-16,40 A 49 ANOS,459
1506,16/07/2020,2020-07-16,70 A 79 ANOS,125
1611,17/07/2020,2020-07-17,<1ANO,9
1610,17/07/2020,2020-07-17,90 OU MAIS,13
1604,17/07/2020,2020-07-17,30 A 39 ANOS,592
1605,17/07/2020,2020-07-17,40 A 49 ANOS,445
1606,17/07/2020,2020-07-17,50 A 59 ANOS,307
1607,17/07/2020,2020-07-17,60 A 69 ANOS,192
1608,17/07/2020,2020-07-17,70 A 79 ANOS,115
1603,17/07/2020,2020-07-17,20 A 29 ANOS,418
1609,17/07/2020,2020-07-17,80 A 89 ANOS,66
1601,17/07/2020,2020-07-17,1 A 9 ANOS,64
1602,17/07/2020,2020-07-17,10 A 19 ANOS,89
1714,18/07/2020,2020-07-18,90 OU MAIS,13
1709,18/07/2020,2020-07-18,40 A 49 ANOS,271
1710,18/07/2020,2020-07-18,50 A 59 ANOS,188
1705,18/07/2020,2020-07-18,1 A 9 ANOS,34
1706,18/07/2020,2020-07-18,10 A 19 ANOS,50
1707,18/07/2020,2020-07-18,20 A 29 ANOS,233
1711,18/07/2020,2020-07-18,60 A 69 ANOS,126
1713,18/07/2020,2020-07-18,80 A 89 ANOS,47
1712,18/07/2020,2020-07-18,70 A 79 ANOS,79
1715,18/07/2020,2020-07-18,<1ANO,4
1708,18/07/2020,2020-07-18,30 A 39 ANOS,306
1811,19/07/2020,2020-07-19,40 A 49 ANOS,106
1817,19/07/2020,2020-07-19,<1ANO,3
1816,19/07/2020,2020-07-19,90 OU MAIS,5
1815,19/07/2020,2020-07-19,80 A 89 ANOS,27
