,DATA_NOTIFICACAO,Date,FAIXA_ETARIA,count
2259,23/10/2020,2020-10-23,90 OU MAIS,14
2363,24/10/2020,2020-10-24,<1ANO,1
2357,24/10/2020,2020-10-24,40 A 49 ANOS,165
2355,24/10/2020,2020-10-24,20 A 29 ANOS,159
2356,24/10/2020,2020-10-24,30 A 39 ANOS,192
2354,24/10/2020,2020-10-24,10 A 19 ANOS,38
2358,24/10/2020,2020-10-24,50 A 59 ANOS,108
2359,24/10/2020,2020-10-24,60 A 69 ANOS,84
2360,24/10/2020,2020-10-24,70 A 79 ANOS,31
2361,24/10/2020,2020-10-24,80 A 89 ANOS,18
2362,24/10/2020,2020-10-24,90 OU MAIS,6
2353,24/10/2020,2020-10-24,1 A 9 ANOS,17
2465,25/10/2020,2020-10-25,80 A 89 ANOS,10
2466,25/10/2020,2020-10-25,90 OU MAIS,3
2458,25/10/2020,2020-10-25,10 A 19 ANOS,18
2459,25/10/2020,2020-10-25,20 A 29 ANOS,57
2460,25/10/2020,2020-10-25,30 A 39 ANOS,75
2457,25/10/2020,2020-10-25,1 A 9 ANOS,4
2462,25/10/2020,2020-10-25,50 A 59 ANOS,50
2463,25/10/2020,2020-10-25,60 A 69 ANOS,34
2464,25/10/2020,2020-10-25,70 A 79 ANOS,22
2461,25/10/2020,2020-10-25,40 A 49 ANOS,66
2565,26/10/2020,2020-10-26,<1ANO,4
2564,26/10/2020,2020-10-26,90 OU MAIS,7
2562,26/10/2020,2020-10-26,70 A 79 ANOS,60
2561,26/10/2020,2020-10-26,60 A 69 ANOS,124
2560,26/10/2020,2020-10-26,50 A 59 ANOS,210
2559,26/10/2020,2020-10-26,40 A 49 ANOS,243
2558,26/10/2020,2020-10-26,30 A 39 ANOS,321
2557,26/10/2020,2020-10-26,20 A 29 ANOS,270
2556,26/10/2020,2020-10-26,10 A 19 ANOS,81
2555,26/10/2020,2020-10-26,1 A 9 ANOS,45
2563,26/10/2020,2020-10-26,80 A 89 ANOS,32
2661,27/10/2020,2020-10-27,10 A 19 ANOS,72
2669,27/10/2020,2020-10-27,90 OU MAIS,7
2668,27/10/2020,2020-10-27,80 A 89 ANOS,24
2667,27/10/2020,2020-10-27,70 A 79 ANOS,72
2666,27/10/2020,2020-10-27,60 A 69 ANOS,105
2665,27/10/2020,2020-10-27,50 A 59 ANOS,154
2664,27/10/2020,2020-10-27,40 A 49 ANOS,237
2663,27/10/2020,2020-10-27,30 A 39 ANOS,315
2662,27/10/2020,2020-10-27,20 A 29 ANOS,240
2670,27/10/2020,2020-10-27,<1ANO,7
2660,27/10/2020,2020-10-27,1 A 9 ANOS,41
2767,28/10/2020,2020-10-28,50 A 59 ANOS,171
2772,28/10/2020,2020-10-28,<1ANO,3
2770,28/10/2020,2020-10-28,80 A 89 ANOS,35
2769,28/10/2020,2020-10-28,70 A 79 ANOS,41
2768,28/10/2020,2020-10-28,60 A 69 ANOS,114
2766,28/10/2020,2020-10-28,40 A 49 ANOS,206
2771,28/10/2020,2020-10-28,90 OU MAIS,10
2764,28/10/2020,2020-10-28,20 A 29 ANOS,234
2763,28/10/2020,2020-10-28,10 A 19 ANOS,76
2762,28/10/2020,2020-10-28,1 A 9 ANOS,37
2765,28/10/2020,2020-10-28,30 A 39 ANOS,261
2856,29/10/2020,2020-10-29,1 A 9 ANOS,34
2866,29/10/2020,2020-10-29,<1ANO,9
2858,29/10/2020,2020-10-29,20 A 29 ANOS,293
2859,29/10/2020,2020-10-29,30 A 39 ANOS,342
2860,29/10/2020,2020-10-29,40 A 49 ANOS,253
2861,29/10/2020,2020-10-29,50 A 59 ANOS,192
2862,29/10/2020,2020-10-29,60 A 69 ANOS,111
2863,29/10/2020,2020-10-29,70 A 79 ANOS,67
2864,29/10/2020,2020-10-29,80 A 89 ANOS,34
2865,29/10/2020,2020-10-29,90 OU MAIS,13
2857,29/10/2020,2020-10-29,10 A 19 ANOS,87
2958,30/10/2020,2020-10-30,80 A 89 ANOS,33
2950,30/10/2020,2020-10-30,1 A 9 ANOS,38
2959,30/10/2020,2020-10-30,90 OU MAIS,9
2957,30/10/2020,2020-10-30,70 A 79 ANOS,71
2956,30/10/2020,2020-10-30,60 A 69 ANOS,99
2955,30/10/2020,2020-10-30,50 A 59 ANOS,204
2960,30/10/2020,2020-10-30,<1ANO,1
2953,30/10/2020,2020-10-30,30 A 39 ANOS,369
2952,30/10/2020,2020-10-30,20 A 29 ANOS,282
2951,30/10/2020,2020-10-30,10 A 19 ANOS,83
2954,30/10/2020,2020-10-30,40 A 49 ANOS,236
3014,31/10/2020,2020-10-31,10 A 19 ANOS,20
3015,31/10/2020,2020-10-31,20 A 29 ANOS,74
3016,31/10/2020,2020-10-31,30 A 39 ANOS,114
3017,31/10/2020,2020-10-31,40 A 49 ANOS,66
3018,31/10/2020,2020-10-31,50 A 59 ANOS,75
3019,31/10/2020,2020-10-31,60 A 69 ANOS,48
3020,31/10/2020,2020-10-31,70 A 79 ANOS,20
3013,31/10/2020,2020-10-31,1 A 9 ANOS,8
3022,31/10/2020,2020-10-31,90 OU MAIS,2
3021,31/10/2020,2020-10-31,80 A 89 ANOS,12
969,11/02/2020,2020-11-02,10 A 19 ANOS,1
970,11/02/2020,2020-11-02,30 A 39 ANOS,1
981,11/04/2020,2020-11-04,<1ANO,2
980,11/04/2020,2020-11-04,90 OU MAIS,1
978,11/04/2020,2020-11-04,70 A 79 ANOS,7
977,11/04/2020,2020-11-04,60 A 69 ANOS,9
979,11/04/2020,2020-11-04,80 A 89 ANOS,4
975,11/04/2020,2020-11-04,40 A 49 ANOS,13
974,11/04/2020,2020-11-04,30 A 39 ANOS,17
973,11/04/2020,2020-11-04,20 A 29 ANOS,7
972,11/04/2020,2020-11-04,10 A 19 ANOS,1
971,11/04/2020,2020-11-04,1 A 9 ANOS,1
976,11/04/2020,2020-11-04,50 A 59 ANOS,14
982,11/05/2020,2020-11-05,1 A 9 ANOS,5
983,11/05/2020,2020-11-05,10 A 19 ANOS,2
984,11/05/2020,2020-11-05,20 A 29 ANOS,25
985,11/05/2020,2020-11-05,30 A 39 ANOS,54
986,11/05/2020,2020-11-05,40 A 49 ANOS,37
987,11/05/2020,2020-11-05,50 A 59 ANOS,27
988,11/05/2020,2020-11-05,60 A 69 ANOS,16
989,11/05/2020,2020-11-05,70 A 79 ANOS,8
991,11/05/2020,2020-11-05,90 OU MAIS,2
990,11/05/2020,2020-11-05,80 A 89 ANOS,3
1001,11/06/2020,2020-11-06,90 OU MAIS,9
992,11/06/2020,2020-11-06,1 A 9 ANOS,48
993,11/06/2020,2020-11-06,10 A 19 ANOS,80
994,11/06/2020,2020-11-06,20 A 29 ANOS,360
995,11/06/2020,2020-11-06,30 A 39 ANOS,560
996,11/06/2020,2020-11-06,40 A 49 ANOS,443
997,11/06/2020,2020-11-06,50 A 59 ANOS,259
998,11/06/2020,2020-11-06,60 A 69 ANOS,111
999,11/06/2020,2020-11-06,70 A 79 ANOS,69
1000,11/06/2020,2020-11-06,80 A 89 ANOS,32
1002,11/06/2020,2020-11-06,<1ANO,6
1011,11/07/2020,2020-11-07,80 A 89 ANOS,44
1010,11/07/2020,2020-11-07,70 A 79 ANOS,87
1009,11/07/2020,2020-11-07,60 A 69 ANOS,117
1012,11/07/2020,2020-11-07,90 OU MAIS,12
1005,11/07/2020,2020-11-07,20 A 29 ANOS,242
1004,11/07/2020,2020-11-07,10 A 19 ANOS,46
1003,11/07/2020,2020-11-07,1 A 9 ANOS,27
1008,11/07/2020,2020-11-07,50 A 59 ANOS,183
1013,11/07/2020,2020-11-07,<1ANO,5
1007,11/07/2020,2020-11-07,40 A 49 ANOS,300
1006,11/07/2020,2020-11-07,30 A 39 ANOS,371
1016,11/08/2020,2020-11-08,20 A 29 ANOS,536
1024,11/08/2020,2020-11-08,<1ANO,4
1023,11/08/2020,2020-11-08,90 OU MAIS,9
1022,11/08/2020,2020-11-08,80 A 89 ANOS,49
1021,11/08/2020,2020-11-08,70 A 79 ANOS,127
1017,11/08/2020,2020-11-08,30 A 39 ANOS,727
1019,11/08/2020,2020-11-08,50 A 59 ANOS,403
1018,11/08/2020,2020-11-08,40 A 49 ANOS,547
1014,11/08/2020,2020-11-08,1 A 9 ANOS,78
1020,11/08/2020,2020-11-08,60 A 69 ANOS,224
1015,11/08/2020,2020-11-08,10 A 19 ANOS,115
1034,11/09/2020,2020-11-09,90 OU MAIS,12
1033,11/09/2020,2020-11-09,80 A 89 ANOS,66
1032,11/09/2020,2020-11-09,70 A 79 ANOS,95
1031,11/09/2020,2020-11-09,60 A 69 ANOS,195
1035,11/09/2020,2020-11-09,<1ANO,9
1029,11/09/2020,2020-11-09,40 A 49 ANOS,443
1028,11/09/2020,2020-11-09,30 A 39 ANOS,556
1027,11/09/2020,2020-11-09,20 A 29 ANOS,433
1026,11/09/2020,2020-11-09,10 A 19 ANOS,128
1030,11/09/2020,2020-11-09,50 A 59 ANOS,294
1025,11/09/2020,2020-11-09,1 A 9 ANOS,56
1045,11/10/2020,2020-11-10,90 OU MAIS,4
1043,11/10/2020,2020-11-10,70 A 79 ANOS,38
1042,11/10/2020,2020-11-10,60 A 69 ANOS,53
1041,11/10/2020,2020-11-10,50 A 59 ANOS,91
1044,11/10/2020,2020-11-10,80 A 89 ANOS,18
1038,11/10/2020,2020-11-10,20 A 29 ANOS,65
1037,11/10/2020,2020-11-10,10 A 19 ANOS,17
1036,11/10/2020,2020-11-10,1 A 9 ANOS,11
1040,11/10/2020,2020-11-10,40 A 49 ANOS,103
1039,11/10/2020,2020-11-10,30 A 39 ANOS,88
1056,11/11/2020,2020-11-11,<1ANO,4
1046,11/11/2020,2020-11-11,1 A 9 ANOS,37
1047,11/11/2020,2020-11-11,10 A 19 ANOS,95
1048,11/11/2020,2020-11-11,20 A 29 ANOS,429
1049,11/11/2020,2020-11-11,30 A 39 ANOS,508
1050,11/11/2020,2020-11-11,40 A 49 ANOS,369
1051,11/11/2020,2020-11-11,50 A 59 ANOS,234
1052,11/11/2020,2020-11-11,60 A 69 ANOS,168
1053,11/11/2020,2020-11-11,70 A 79 ANOS,53
1054,11/11/2020,2020-11-11,80 A 89 ANOS,32
1055,11/11/2020,2020-11-11,90 OU MAIS,11
1063,11/12/2020,2020-11-12,60 A 69 ANOS,249
1062,11/12/2020,2020-11-12,50 A 59 ANOS,370
1057,11/12/2020,2020-11-12,1 A 9 ANOS,43
1058,11/12/2020,2020-11-12,10 A 19 ANOS,135
1059,11/12/2020,2020-11-12,20 A 29 ANOS,514
1060,11/12/2020,2020-11-12,30 A 39 ANOS,618
1061,11/12/2020,2020-11-12,40 A 49 ANOS,474
1067,11/12/2020,2020-11-12,<1ANO,16
1064,11/12/2020,2020-11-12,70 A 79 ANOS,125
1065,11/12/2020,2020-11-12,80 A 89 ANOS,59
1066,11/12/2020,2020-11-12,90 OU MAIS,13
1253,13/11/2020,2020-11-13,<1ANO,4
1252,13/11/2020,2020-11-13,90 OU MAIS,9
1251,13/11/2020,2020-11-13,80 A 89 ANOS,38
1250,13/11/2020,2020-11-13,70 A 79 ANOS,90
1249,13/11/2020,2020-11-13,60 A 69 ANOS,170
1248,13/11/2020,2020-11-13,50 A 59 ANOS,282
1243,13/11/2020,2020-11-13,1 A 9 ANOS,51
1244,13/11/2020,2020-11-13,10 A 19 ANOS,132
1245,13/11/2020,2020-11-13,20 A 29 ANOS,454
1246,13/11/2020,2020-11-13,30 A 39 ANOS,520
1247,13/11/2020,2020-11-13,40 A 49 ANOS,388
1344,14/11/2020,2020-11-14,1 A 9 ANOS,28
1345,14/11/2020,2020-11-14,10 A 19 ANOS,66
1346,14/11/2020,2020-11-14,20 A 29 ANOS,327
1348,14/11/2020,2020-11-14,40 A 49 ANOS,246
1352,14/11/2020,2020-11-14,80 A 89 ANOS,28
1349,14/11/2020,2020-11-14,50 A 59 ANOS,147
1347,14/11/2020,2020-11-14,30 A 39 ANOS,319
1350,14/11/2020,2020-11-14,60 A 69 ANOS,108
1354,14/11/2020,2020-11-14,<1ANO,4
1353,14/11/2020,2020-11-14,90 OU MAIS,4
1351,14/11/2020,2020-11-14,70 A 79 ANOS,58
1445,15/11/2020,2020-11-15,20 A 29 ANOS,195
1444,15/11/2020,2020-11-15,10 A 19 ANOS,49
1443,15/11/2020,2020-11-15,1 A 9 ANOS,38
1448,15/11/2020,2020-11-15,50 A 59 ANOS,121
1447,15/11/2020,2020-11-15,40 A 49 ANOS,151
1449,15/11/2020,2020-11-15,60 A 69 ANOS,54
1450,15/11/2020,2020-11-15,70 A 79 ANOS,25
1451,15/11/2020,2020-11-15,80 A 89 ANOS,20
1452,15/11/2020,2020-11-15,90 OU MAIS,5
1446,15/11/2020,2020-11-15,30 A 39 ANOS,247
1552,16/11/2020,2020-11-16,90 OU MAIS,5
1553,16/11/2020,2020-11-16,<1ANO,3
1544,16/11/2020,2020-11-16,10 A 19 ANOS,101
1543,16/11/2020,2020-11-16,1 A 9 ANOS,38
1545,16/11/2020,2020-11-16,20 A 29 ANOS,407
1547,16/11/2020,2020-11-16,40 A 49 ANOS,392
1548,16/11/2020,2020-11-16,50 A 59 ANOS,264
1549,16/11/2020,2020-11-16,60 A 69 ANOS,184
1550,16/11/2020,2020-11-16,70 A 79 ANOS,88
1551,16/11/2020,2020-11-16,80 A 89 ANOS,36
1546,16/11/2020,2020-11-16,30 A 39 ANOS,473
1646,17/11/2020,2020-11-17,10 A 19 ANOS,130
1648,17/11/2020,2020-11-17,30 A 39 ANOS,645
1647,17/11/2020,2020-11-17,20 A 29 ANOS,560
1650,17/11/2020,2020-11-17,50 A 59 ANOS,341
1652,17/11/2020,2020-11-17,70 A 79 ANOS,112
1653,17/11/2020,2020-11-17,80 A 89 ANOS,49
1654,17/11/2020,2020-11-17,90 OU MAIS,14
1655,17/11/2020,2020-11-17,<1ANO,3
1645,17/11/2020,2020-11-17,1 A 9 ANOS,54
1649,17/11/2020,2020-11-17,40 A 49 ANOS,442
1651,17/11/2020,2020-11-17,60 A 69 ANOS,197
1754,18/11/2020,2020-11-18,50 A 59 ANOS,338
1753,18/11/2020,2020-11-18,40 A 49 ANOS,441
1749,18/11/2020,2020-11-18,1 A 9 ANOS,37
1751,18/11/2020,2020-11-18,20 A 29 ANOS,548
1750,18/11/2020,2020-11-18,10 A 19 ANOS,135
1755,18/11/2020,2020-11-18,60 A 69 ANOS,230
1756,18/11/2020,2020-11-18,70 A 79 ANOS,87
1757,18/11/2020,2020-11-18,80 A 89 ANOS,46
1758,18/11/2020,2020-11-18,90 OU MAIS,9
1759,18/11/2020,2020-11-18,<1ANO,5
1752,18/11/2020,2020-11-18,30 A 39 ANOS,600
1856,19/11/2020,2020-11-19,50 A 59 ANOS,270
1857,19/11/2020,2020-11-19,60 A 69 ANOS,158
1854,19/11/2020,2020-11-19,30 A 39 ANOS,485
1852,19/11/2020,2020-11-19,10 A 19 ANOS,107
1851,19/11/2020,2020-11-19,1 A 9 ANOS,33
1858,19/11/2020,2020-11-19,70 A 79 ANOS,75
1859,19/11/2020,2020-11-19,80 A 89 ANOS,36
1855,19/11/2020,2020-11-19,40 A 49 ANOS,377
1853,19/11/2020,2020-11-19,20 A 29 ANOS,418
1860,19/11/2020,2020-11-19,90 OU MAIS,8
1861,19/11/2020,2020-11-19,<1ANO,5
1963,20/11/2020,2020-11-20,<1ANO,6
1960,20/11/2020,2020-11-20,70 A 79 ANOS,112
1955,20/11/2020,2020-11-20,20 A 29 ANOS,610
1956,20/11/2020,2020-11-20,30 A 39 ANOS,701
1957,20/11/2020,2020-11-20,40 A 49 ANOS,499
1958,20/11/2020,2020-11-20,50 A 59 ANOS,398
1959,20/11/2020,2020-11-20,60 A 69 ANOS,243
1962,20/11/2020,2020-11-20,90 OU MAIS,11
1961,20/11/2020,2020-11-20,80 A 89 ANOS,54
1953,20/11/2020,2020-11-20,1 A 9 ANOS,66
1954,20/11/2020,2020-11-20,10 A 19 ANOS,167
2065,21/11/2020,2020-11-21,<1ANO,3
2059,21/11/2020,2020-11-21,40 A 49 ANOS,295
2064,21/11/2020,2020-11-21,90 OU MAIS,7
2063,21/11/2020,2020-11-21,80 A 89 ANOS,35
2062,21/11/2020,2020-11-21,70 A 79 ANOS,63
2061,21/11/2020,2020-11-21,60 A 69 ANOS,126
2056,21/11/2020,2020-11-21,10 A 19 ANOS,93
2057,21/11/2020,2020-11-21,20 A 29 ANOS,357
2058,21/11/2020,2020-11-21,30 A 39 ANOS,476
2055,21/11/2020,2020-11-21,1 A 9 ANOS,34
2060,21/11/2020,2020-11-21,50 A 59 ANOS,224
2156,22/11/2020,2020-11-22,1 A 9 ANOS,22
2159,22/11/2020,2020-11-22,30 A 39 ANOS,310
2166,22/11/2020,2020-11-22,<1ANO,3
2163,22/11/2020,2020-11-22,70 A 79 ANOS,62
2162,22/11/2020,2020-11-22,60 A 69 ANOS,109
2161,22/11/2020,2020-11-22,50 A 59 ANOS,173
2160,22/11/2020,2020-11-22,40 A 49 ANOS,267
2157,22/11/2020,2020-11-22,10 A 19 ANOS,64
2158,22/11/2020,2020-11-22,20 A 29 ANOS,273
2164,22/11/2020,2020-11-22,80 A 89 ANOS,18
2165,22/11/2020,2020-11-22,90 OU MAIS,7
2271,23/11/2020,2020-11-23,<1ANO,5
2269,23/11/2020,2020-11-23,80 A 89 ANOS,51
2268,23/11/2020,2020-11-23,70 A 79 ANOS,130
2267,23/11/2020,2020-11-23,60 A 69 ANOS,235
2266,23/11/2020,2020-11-23,50 A 59 ANOS,424
2265,23/11/2020,2020-11-23,40 A 49 ANOS,531
2270,23/11/2020,2020-11-23,90 OU MAIS,12
2263,23/11/2020,2020-11-23,20 A 29 ANOS,562
2262,23/11/2020,2020-11-23,10 A 19 ANOS,149
2261,23/11/2020,2020-11-23,1 A 9 ANOS,47
2264,23/11/2020,2020-11-23,30 A 39 ANOS,715
2372,24/11/2020,2020-11-24,80 A 89 ANOS,49
2371,24/11/2020,2020-11-24,70 A 79 ANOS,130
2370,24/11/2020,2020-11-24,60 A 69 ANOS,287
2369,24/11/2020,2020-11-24,50 A 59 ANOS,434
2368,24/11/2020,2020-11-24,40 A 49 ANOS,630
2367,24/11/2020,2020-11-24,30 A 39 ANOS,796
2374,24/11/2020,2020-11-24,<1ANO,9
2366,24/11/2020,2020-11-24,20 A 29 ANOS,679
2373,24/11/2020,2020-11-24,90 OU MAIS,12
2365,24/11/2020,2020-11-24,10 A 19 ANOS,169
2364,24/11/2020,2020-11-24,1 A 9 ANOS,53
2472,25/11/2020,2020-11-25,50 A 59 ANOS,369
2468,25/11/2020,2020-11-25,10 A 19 ANOS,151
2467,25/11/2020,2020-11-25,1 A 9 ANOS,63
2470,25/11/2020,2020-11-25,30 A 39 ANOS,707
2469,25/11/2020,2020-11-25,20 A 29 ANOS,614
2471,25/11/2020,2020-11-25,40 A 49 ANOS,521
2477,25/11/2020,2020-11-25,<1ANO,4
2476,25/11/2020,2020-11-25,90 OU MAIS,11
2475,25/11/2020,2020-11-25,80 A 89 ANOS,40
2474,25/11/2020,2020-11-25,70 A 79 ANOS,97
2473,25/11/2020,2020-11-25,60 A 69 ANOS,234
2568,26/11/2020,2020-11-26,20 A 29 ANOS,834
2576,26/11/2020,2020-11-26,<1ANO,12
2575,26/11/2020,2020-11-26,90 OU MAIS,20
2567,26/11/2020,2020-11-26,10 A 19 ANOS,226
2574,26/11/2020,2020-11-26,80 A 89 ANOS,89
2573,26/11/2020,2020-11-26,70 A 79 ANOS,167
2572,26/11/2020,2020-11-26,60 A 69 ANOS,335
2571,26/11/2020,2020-11-26,50 A 59 ANOS,560
2570,26/11/2020,2020-11-26,40 A 49 ANOS,784
2569,26/11/2020,2020-11-26,30 A 39 ANOS,1095
2566,26/11/2020,2020-11-26,1 A 9 ANOS,69
2679,27/11/2020,2020-11-27,80 A 89 ANOS,71
2677,27/11/2020,2020-11-27,60 A 69 ANOS,294
2678,27/11/2020,2020-11-27,70 A 79 ANOS,136
2675,27/11/2020,2020-11-27,40 A 49 ANOS,681
2674,27/11/2020,2020-11-27,30 A 39 ANOS,863
2673,27/11/2020,2020-11-27,20 A 29 ANOS,704
2672,27/11/2020,2020-11-27,10 A 19 ANOS,210
2680,27/11/2020,2020-11-27,90 OU MAIS,16
2671,27/11/2020,2020-11-27,1 A 9 ANOS,63
2681,27/11/2020,2020-11-27,<1ANO,5
2676,27/11/2020,2020-11-27,50 A 59 ANOS,478
2773,28/11/2020,2020-11-28,1 A 9 ANOS,27
2774,28/11/2020,2020-11-28,10 A 19 ANOS,96
2775,28/11/2020,2020-11-28,20 A 29 ANOS,405
2776,28/11/2020,2020-11-28,30 A 39 ANOS,519
2780,28/11/2020,2020-11-28,70 A 79 ANOS,76
2778,28/11/2020,2020-11-28,50 A 59 ANOS,247
2779,28/11/2020,2020-11-28,60 A 69 ANOS,191
2781,28/11/2020,2020-11-28,80 A 89 ANOS,39
2782,28/11/2020,2020-11-28,90 OU MAIS,8
2777,28/11/2020,2020-11-28,40 A 49 ANOS,369
2783,28/11/2020,2020-11-28,<1ANO,4
2875,29/11/2020,2020-11-29,80 A 89 ANOS,34
2867,29/11/2020,2020-11-29,1 A 9 ANOS,29
2868,29/11/2020,2020-11-29,10 A 19 ANOS,57
2869,29/11/2020,2020-11-29,20 A 29 ANOS,291
2870,29/11/2020,2020-11-29,30 A 39 ANOS,376
2871,29/11/2020,2020-11-29,40 A 49 ANOS,309
2872,29/11/2020,2020-11-29,50 A 59 ANOS,206
2873,29/11/2020,2020-11-29,60 A 69 ANOS,128
2874,29/11/2020,2020-11-29,70 A 79 ANOS,62
2876,29/11/2020,2020-11-29,90 OU MAIS,13
2970,30/11/2020,2020-11-30,90 OU MAIS,11
2971,30/11/2020,2020-11-30,<1ANO,7
2969,30/11/2020,2020-11-30,80 A 89 ANOS,55
2962,30/11/2020,2020-11-30,10 A 19 ANOS,167
2966,30/11/2020,2020-11-30,50 A 59 ANOS,423
2968,30/11/2020,2020-11-30,70 A 79 ANOS,150
2963,30/11/2020,2020-11-30,20 A 29 ANOS,605
2961,30/11/2020,2020-11-30,1 A 9 ANOS,52
2967,30/11/2020,2020-11-30,60 A 69 ANOS,307
2964,30/11/2020,2020-11-30,30 A 39 ANOS,758
2965,30/11/2020,2020-11-30,40 A 49 ANOS,581
1068,12/03/2020,2020-12-03,40 A 49 ANOS,1
1070,12/04/2020,2020-12-04,30 A 39 ANOS,6
1071,12/04/2020,2020-12-04,40 A 49 ANOS,5
1073,12/04/2020,2020-12-04,60 A 69 ANOS,2
1074,12/04/2020,2020-12-04,70 A 79 ANOS,1
1075,12/04/2020,2020-12-04,80 A 89 ANOS,3
1069,12/04/2020,2020-12-04,20 A 29 ANOS,3
1072,12/04/2020,2020-12-04,50 A 59 ANOS,2
1076,12/05/2020,2020-12-05,1 A 9 ANOS,5
1077,12/05/2020,2020-12-05,10 A 19 ANOS,10
1078,12/05/2020,2020-12-05,20 A 29 ANOS,59
1079,12/05/2020,2020-12-05,30 A 39 ANOS,78
1080,12/05/2020,2020-12-05,40 A 49 ANOS,81
1081,12/05/2020,2020-12-05,50 A 59 ANOS,55
1082,12/05/2020,2020-12-05,60 A 69 ANOS,33
1083,12/05/2020,2020-12-05,70 A 79 ANOS,20
1084,12/05/2020,2020-12-05,80 A 89 ANOS,4
1085,12/05/2020,2020-12-05,90 OU MAIS,2
1086,12/05/2020,2020-12-05,<1ANO,3
1095,12/06/2020,2020-12-06,80 A 89 ANOS,31
1094,12/06/2020,2020-12-06,70 A 79 ANOS,60
1087,12/06/2020,2020-12-06,1 A 9 ANOS,25
1089,12/06/2020,2020-12-06,20 A 29 ANOS,240
1090,12/06/2020,2020-12-06,30 A 39 ANOS,429
1091,12/06/2020,2020-12-06,40 A 49 ANOS,294
1092,12/06/2020,2020-12-06,50 A 59 ANOS,185
1097,12/06/2020,2020-12-06,<1ANO,8
1093,12/06/2020,2020-12-06,60 A 69 ANOS,108
1088,12/06/2020,2020-12-06,10 A 19 ANOS,40
1096,12/06/2020,2020-12-06,90 OU MAIS,11
1107,12/07/2020,2020-12-07,90 OU MAIS,7
1106,12/07/2020,2020-12-07,80 A 89 ANOS,27
1108,12/07/2020,2020-12-07,<1ANO,1
1101,12/07/2020,2020-12-07,30 A 39 ANOS,221
1104,12/07/2020,2020-12-07,60 A 69 ANOS,87
1103,12/07/2020,2020-12-07,50 A 59 ANOS,117
1102,12/07/2020,2020-12-07,40 A 49 ANOS,186
1099,12/07/2020,2020-12-07,10 A 19 ANOS,29
1098,12/07/2020,2020-12-07,1 A 9 ANOS,17
1105,12/07/2020,2020-12-07,70 A 79 ANOS,45
1100,12/07/2020,2020-12-07,20 A 29 ANOS,132
1109,12/08/2020,2020-12-08,1 A 9 ANOS,61
1110,12/08/2020,2020-12-08,10 A 19 ANOS,103
1111,12/08/2020,2020-12-08,20 A 29 ANOS,478
1112,12/08/2020,2020-12-08,30 A 39 ANOS,662
1113,12/08/2020,2020-12-08,40 A 49 ANOS,512
1114,12/08/2020,2020-12-08,50 A 59 ANOS,366
1115,12/08/2020,2020-12-08,60 A 69 ANOS,201
1116,12/08/2020,2020-12-08,70 A 79 ANOS,116
1117,12/08/2020,2020-12-08,80 A 89 ANOS,59
1118,12/08/2020,2020-12-08,90 OU MAIS,14
1119,12/08/2020,2020-12-08,<1ANO,12
1128,12/09/2020,2020-12-09,80 A 89 ANOS,43
1130,12/09/2020,2020-12-09,<1ANO,5
1129,12/09/2020,2020-12-09,90 OU MAIS,11
1127,12/09/2020,2020-12-09,70 A 79 ANOS,58
1126,12/09/2020,2020-12-09,60 A 69 ANOS,110
1125,12/09/2020,2020-12-09,50 A 59 ANOS,184
1121,12/09/2020,2020-12-09,10 A 19 ANOS,55
1123,12/09/2020,2020-12-09,30 A 39 ANOS,315
1122,12/09/2020,2020-12-09,20 A 29 ANOS,233
1120,12/09/2020,2020-12-09,1 A 9 ANOS,28
1124,12/09/2020,2020-12-09,40 A 49 ANOS,236
1140,12/10/2020,2020-12-10,90 OU MAIS,3
1137,12/10/2020,2020-12-10,60 A 69 ANOS,42
1139,12/10/2020,2020-12-10,80 A 89 ANOS,13
1138,12/10/2020,2020-12-10,70 A 79 ANOS,27
1136,12/10/2020,2020-12-10,50 A 59 ANOS,64
1141,12/10/2020,2020-12-10,<1ANO,1
1134,12/10/2020,2020-12-10,30 A 39 ANOS,94
1133,12/10/2020,2020-12-10,20 A 29 ANOS,69
1132,12/10/2020,2020-12-10,10 A 19 ANOS,29
1131,12/10/2020,2020-12-10,1 A 9 ANOS,4
1135,12/10/2020,2020-12-10,40 A 49 ANOS,64
1148,12/11/2020,2020-12-11,60 A 69 ANOS,194
1143,12/11/2020,2020-12-11,10 A 19 ANOS,105
1144,12/11/2020,2020-12-11,20 A 29 ANOS,438
1145,12/11/2020,2020-12-11,30 A 39 ANOS,480
1146,12/11/2020,2020-12-11,40 A 49 ANOS,329
1147,12/11/2020,2020-12-11,50 A 59 ANOS,251
1149,12/11/2020,2020-12-11,70 A 79 ANOS,89
1142,12/11/2020,2020-12-11,1 A 9 ANOS,46
1151,12/11/2020,2020-12-11,90 OU MAIS,10
1152,12/11/2020,2020-12-11,<1ANO,6
1150,12/11/2020,2020-12-11,80 A 89 ANOS,38
1153,12/12/2020,2020-12-12,1 A 9 ANOS,29
1154,12/12/2020,2020-12-12,10 A 19 ANOS,99
1155,12/12/2020,2020-12-12,20 A 29 ANOS,405
1156,12/12/2020,2020-12-12,30 A 39 ANOS,545
1157,12/12/2020,2020-12-12,40 A 49 ANOS,386
1162,12/12/2020,2020-12-12,90 OU MAIS,19
1158,12/12/2020,2020-12-12,50 A 59 ANOS,296
1161,12/12/2020,2020-12-12,80 A 89 ANOS,45
